,Date,Hour,Daily Peak Probability,Vote
2246,4/3/2008,16,,0
2247,4/3/2008,17,,2
2248,4/3/2008,18,,803
2249,4/3/2008,19,,59
2250,4/3/2008,20,,57
2251,4/3/2008,21,,78
2252,4/3/2008,22,,1
2253,4/3/2008,23,,0
2254,4/3/2008,24,,0
2255,4/4/2008,1,,0
2256,4/4/2008,2,,0
2257,4/4/2008,3,,0
2258,4/4/2008,4,,0
2259,4/4/2008,5,,0
2260,4/4/2008,6,,0
2261,4/4/2008,7,,5
2262,4/4/2008,8,,823
2263,4/4/2008,9,,79
2264,4/4/2008,10,,1
2265,4/4/2008,11,,0
2266,4/4/2008,12,,0
2267,4/4/2008,13,,0
2268,4/4/2008,14,,0
2269,4/4/2008,15,,0
2270,4/4/2008,16,,0
2271,4/4/2008,17,,0
2272,4/4/2008,18,,0
2273,4/4/2008,19,,0
2274,4/4/2008,20,,4
2275,4/4/2008,21,,8
2276,4/4/2008,22,,80
2277,4/4/2008,23,,0
2278,4/4/2008,24,,0
2279,4/5/2008,1,,0
2280,4/5/2008,2,,0
2281,4/5/2008,3,,0
2282,4/5/2008,4,,0
2283,4/5/2008,5,,0
2284,4/5/2008,6,,0
2285,4/5/2008,7,,0
2286,4/5/2008,8,,733
2287,4/5/2008,9,,267
2288,4/5/2008,10,,0
2289,4/5/2008,11,,0
2290,4/5/2008,12,,0
2291,4/5/2008,13,,0
2292,4/5/2008,14,,0
2293,4/5/2008,15,,0
2294,4/5/2008,16,,0
2295,4/5/2008,17,,0
2296,4/5/2008,18,,0
2297,4/5/2008,19,,0
2298,4/5/2008,20,,0
2299,4/5/2008,21,,0
2300,4/5/2008,22,,0
2301,4/5/2008,23,,0
2302,4/5/2008,24,,0
2303,4/6/2008,1,,0
2304,4/6/2008,2,,0
2305,4/6/2008,3,,0
2306,4/6/2008,4,,0
2307,4/6/2008,5,,0
2308,4/6/2008,6,,0
2309,4/6/2008,7,,0
2310,4/6/2008,8,,285
2311,4/6/2008,9,,697
2312,4/6/2008,10,,17
2313,4/6/2008,11,,1
2314,4/6/2008,12,,0
2315,4/6/2008,13,,0
2316,4/6/2008,14,,0
2317,4/6/2008,15,,0
2318,4/6/2008,16,,0
2319,4/6/2008,17,,0
2320,4/6/2008,18,,0
2321,4/6/2008,19,,0
2322,4/6/2008,20,,0
2323,4/6/2008,21,,0
2324,4/6/2008,22,,0
2325,4/6/2008,23,,0
2326,4/6/2008,24,,0
2327,4/7/2008,1,,0
2328,4/7/2008,2,,0
2329,4/7/2008,3,,0
2330,4/7/2008,4,,0
2331,4/7/2008,5,,0
2332,4/7/2008,6,,0
2333,4/7/2008,7,,904
2334,4/7/2008,8,,96
2335,4/7/2008,9,,0
2336,4/7/2008,10,,0
2337,4/7/2008,11,,0
2338,4/7/2008,12,,0
2339,4/7/2008,13,,0
2340,4/7/2008,14,,0
2341,4/7/2008,15,,0
2342,4/7/2008,16,,0
2343,4/7/2008,17,,0
2344,4/7/2008,18,,0
2345,4/7/2008,19,,0
2346,4/7/2008,20,,0
2347,4/7/2008,21,,0
2348,4/7/2008,22,,0
2349,4/7/2008,23,,0
2350,4/7/2008,24,,0
2351,4/8/2008,1,,0
2352,4/8/2008,2,,0
2353,4/8/2008,3,,0
2354,4/8/2008,4,,0
2355,4/8/2008,5,,0
2356,4/8/2008,6,,0
2357,4/8/2008,7,,205
2358,4/8/2008,8,,769
2359,4/8/2008,9,,26
2360,4/8/2008,10,,0
2361,4/8/2008,11,,0
2362,4/8/2008,12,,0
2363,4/8/2008,13,,0
2364,4/8/2008,14,,0
2365,4/8/2008,15,,0
2366,4/8/2008,16,,0
2367,4/8/2008,17,,0
2368,4/8/2008,18,,0
2369,4/8/2008,19,,0
2370,4/8/2008,20,,0
2371,4/8/2008,21,,0
2372,4/8/2008,22,,0
2373,4/8/2008,23,,0
2374,4/8/2008,24,,0
2375,4/9/2008,1,,0
2376,4/9/2008,2,,0
2377,4/9/2008,3,,0
2378,4/9/2008,4,,0
2379,4/9/2008,5,,0
2380,4/9/2008,6,,0
2381,4/9/2008,7,,858
2382,4/9/2008,8,,141
2383,4/9/2008,9,,1
2384,4/9/2008,10,,0
2385,4/9/2008,11,,0
2386,4/9/2008,12,,0
2387,4/9/2008,13,,0
2388,4/9/2008,14,,0
2389,4/9/2008,15,,0
2390,4/9/2008,16,,0
2391,4/9/2008,17,,0
2392,4/9/2008,18,,0
2393,4/9/2008,19,,0
2394,4/9/2008,20,,0
2395,4/9/2008,21,,0
2396,4/9/2008,22,,0
2397,4/9/2008,23,,0
2398,4/9/2008,24,,0
2399,4/10/2008,1,,0
2400,4/10/2008,2,,0
2401,4/10/2008,3,,0
2402,4/10/2008,4,,0
2403,4/10/2008,5,,0
2404,4/10/2008,6,,0
2405,4/10/2008,7,,2
2406,4/10/2008,8,,127
2407,4/10/2008,9,,2
2408,4/10/2008,10,,4
2409,4/10/2008,11,,0
2410,4/10/2008,12,,0
2411,4/10/2008,13,,0
2412,4/10/2008,14,,0
2413,4/10/2008,15,,0
2414,4/10/2008,16,,0
2415,4/10/2008,17,,2
2416,4/10/2008,18,,19
2417,4/10/2008,19,,91
2418,4/10/2008,20,,288
2419,4/10/2008,21,,407
2420,4/10/2008,22,,58
2421,4/10/2008,23,,0
2422,4/10/2008,24,,0
2423,4/11/2008,1,,0
2424,4/11/2008,2,,0
2425,4/11/2008,3,,0
2426,4/11/2008,4,,0
2427,4/11/2008,5,,0
2428,4/11/2008,6,,0
2429,4/11/2008,7,,1
2430,4/11/2008,8,,87
2431,4/11/2008,9,,0
2432,4/11/2008,10,,0
2433,4/11/2008,11,,0
2434,4/11/2008,12,,0
2435,4/11/2008,13,,0
2436,4/11/2008,14,,0
2437,4/11/2008,15,,0
2438,4/11/2008,16,,0
2439,4/11/2008,17,,0
2440,4/11/2008,18,,0
2441,4/11/2008,19,,0
2442,4/11/2008,20,,0
2443,4/11/2008,21,,783
2444,4/11/2008,22,,129
2445,4/11/2008,23,,0
2446,4/11/2008,24,,0
2447,4/12/2008,1,,0
2448,4/12/2008,2,,0
2449,4/12/2008,3,,0
2450,4/12/2008,4,,0
2451,4/12/2008,5,,0
2452,4/12/2008,6,,0
2453,4/12/2008,7,,0
2454,4/12/2008,8,,67
2455,4/12/2008,9,,870
2456,4/12/2008,10,,3
2457,4/12/2008,11,,0
2458,4/12/2008,12,,0
2459,4/12/2008,13,,0
2460,4/12/2008,14,,0
2461,4/12/2008,15,,0
2462,4/12/2008,16,,0
2463,4/12/2008,17,,0
2464,4/12/2008,18,,0
2465,4/12/2008,19,,0
2466,4/12/2008,20,,1
2467,4/12/2008,21,,14
2468,4/12/2008,22,,45
2469,4/12/2008,23,,0
2470,4/12/2008,24,,0
2471,4/13/2008,1,,0
2472,4/13/2008,2,,0
2473,4/13/2008,3,,0
2474,4/13/2008,4,,0
2475,4/13/2008,5,,0
2476,4/13/2008,6,,0
2477,4/13/2008,7,,0
2478,4/13/2008,8,,4
2479,4/13/2008,9,,151
2480,4/13/2008,10,,31
2481,4/13/2008,11,,0
2482,4/13/2008,12,,0
2483,4/13/2008,13,,0
2484,4/13/2008,14,,0
2485,4/13/2008,15,,0
2486,4/13/2008,16,,0
2487,4/13/2008,17,,0
2488,4/13/2008,18,,0
2489,4/13/2008,19,,0
2490,4/13/2008,20,,6
2491,4/13/2008,21,,470
2492,4/13/2008,22,,338
2493,4/13/2008,23,,0
2494,4/13/2008,24,,0
2495,4/14/2008,1,,0
2496,4/14/2008,2,,0
2497,4/14/2008,3,,0
2498,4/14/2008,4,,0
2499,4/14/2008,5,,0
2500,4/14/2008,6,,0
2501,4/14/2008,7,,0
2502,4/14/2008,8,,0
2503,4/14/2008,9,,0
2504,4/14/2008,10,,0
2505,4/14/2008,11,,0
2506,4/14/2008,12,,0
2507,4/14/2008,13,,0
2508,4/14/2008,14,,0
2509,4/14/2008,15,,0
2510,4/14/2008,16,,0
2511,4/14/2008,17,,0
2512,4/14/2008,18,,0
2513,4/14/2008,19,,3
2514,4/14/2008,20,,98
2515,4/14/2008,21,,735
2516,4/14/2008,22,,164
2517,4/14/2008,23,,0
2518,4/14/2008,24,,0
2519,4/15/2008,1,,0
2520,4/15/2008,2,,0
2521,4/15/2008,3,,0
2522,4/15/2008,4,,0
2523,4/15/2008,5,,0
2524,4/15/2008,6,,0
2525,4/15/2008,7,,38
2526,4/15/2008,8,,925
2527,4/15/2008,9,,23
2528,4/15/2008,10,,0
2529,4/15/2008,11,,0
2530,4/15/2008,12,,0
2531,4/15/2008,13,,0
2532,4/15/2008,14,,0
2533,4/15/2008,15,,0
2534,4/15/2008,16,,0
2535,4/15/2008,17,,0
2536,4/15/2008,18,,0
2537,4/15/2008,19,,0
2538,4/15/2008,20,,0
2539,4/15/2008,21,,12
2540,4/15/2008,22,,2
2541,4/15/2008,23,,0
2542,4/15/2008,24,,0
2543,4/16/2008,1,,0
2544,4/16/2008,2,,0
2545,4/16/2008,3,,0
2546,4/16/2008,4,,0
2547,4/16/2008,5,,0
2548,4/16/2008,6,,0
2549,4/16/2008,7,,415
2550,4/16/2008,8,,465
2551,4/16/2008,9,,12
2552,4/16/2008,10,,0
2553,4/16/2008,11,,0
2554,4/16/2008,12,,0
2555,4/16/2008,13,,0
2556,4/16/2008,14,,0
2557,4/16/2008,15,,0
2558,4/16/2008,16,,0
2559,4/16/2008,17,,0
2560,4/16/2008,18,,0
2561,4/16/2008,19,,0
2562,4/16/2008,20,,0
2563,4/16/2008,21,,85
2564,4/16/2008,22,,23
2565,4/16/2008,23,,0
2566,4/16/2008,24,,0
2567,4/17/2008,1,,0
2568,4/17/2008,2,,0
2569,4/17/2008,3,,0
2570,4/17/2008,4,,0
2571,4/17/2008,5,,0
2572,4/17/2008,6,,0
2573,4/17/2008,7,,49
2574,4/17/2008,8,,114
2575,4/17/2008,9,,17
2576,4/17/2008,10,,0
2577,4/17/2008,11,,0
2578,4/17/2008,12,,0
2579,4/17/2008,13,,0
2580,4/17/2008,14,,0
2581,4/17/2008,15,,0
2582,4/17/2008,16,,0
2583,4/17/2008,17,,0
2584,4/17/2008,18,,0
2585,4/17/2008,19,,0
2586,4/17/2008,20,,0
2587,4/17/2008,21,,616
2588,4/17/2008,22,,204
2589,4/17/2008,23,,0
2590,4/17/2008,24,,0
2591,4/18/2008,1,,0
2592,4/18/2008,2,,0
2593,4/18/2008,3,,0
2594,4/18/2008,4,,0
2595,4/18/2008,5,,0
2596,4/18/2008,6,,0
2597,4/18/2008,7,,4
2598,4/18/2008,8,,228
2599,4/18/2008,9,,17
2600,4/18/2008,10,,0
2601,4/18/2008,11,,0
2602,4/18/2008,12,,0
2603,4/18/2008,13,,0
2604,4/18/2008,14,,0
2605,4/18/2008,15,,0
2606,4/18/2008,16,,0
2607,4/18/2008,17,,0
2608,4/18/2008,18,,0
2609,4/18/2008,19,,0
2610,4/18/2008,20,,268
2611,4/18/2008,21,,408
2612,4/18/2008,22,,75
2613,4/18/2008,23,,0
2614,4/18/2008,24,,0
2615,4/19/2008,1,,0
2616,4/19/2008,2,,0
2617,4/19/2008,3,,0
2618,4/19/2008,4,,0
2619,4/19/2008,5,,0
2620,4/19/2008,6,,0
2621,4/19/2008,7,,0
2622,4/19/2008,8,,24
2623,4/19/2008,9,,120
2624,4/19/2008,10,,2
2625,4/19/2008,11,,0
2626,4/19/2008,12,,0
2627,4/19/2008,13,,0
2628,4/19/2008,14,,0
2629,4/19/2008,15,,0
2630,4/19/2008,16,,0
2631,4/19/2008,17,,0
2632,4/19/2008,18,,0
2633,4/19/2008,19,,0
2634,4/19/2008,20,,9
2635,4/19/2008,21,,144
2636,4/19/2008,22,,701
2637,4/19/2008,23,,0
2638,4/19/2008,24,,0
2639,4/20/2008,1,,0
2640,4/20/2008,2,,0
2641,4/20/2008,3,,0
2642,4/20/2008,4,,0
2643,4/20/2008,5,,0
2644,4/20/2008,6,,0
2645,4/20/2008,7,,15
2646,4/20/2008,8,,41
2647,4/20/2008,9,,0
2648,4/20/2008,10,,0
2649,4/20/2008,11,,0
2650,4/20/2008,12,,0
2651,4/20/2008,13,,0
2652,4/20/2008,14,,0
2653,4/20/2008,15,,0
2654,4/20/2008,16,,0
2655,4/20/2008,17,,0
2656,4/20/2008,18,,686
2657,4/20/2008,19,,59
2658,4/20/2008,20,,179
2659,4/20/2008,21,,17
2660,4/20/2008,22,,3
2661,4/20/2008,23,,0
2662,4/20/2008,24,,0
2663,4/21/2008,1,,0
2664,4/21/2008,2,,0
2665,4/21/2008,3,,0
2666,4/21/2008,4,,0
2667,4/21/2008,5,,0
2668,4/21/2008,6,,0
2669,4/21/2008,7,,0
2670,4/21/2008,8,,0
2671,4/21/2008,9,,0
2672,4/21/2008,10,,0
2673,4/21/2008,11,,0
2674,4/21/2008,12,,0
2675,4/21/2008,13,,0
2676,4/21/2008,14,,0
2677,4/21/2008,15,,0
2678,4/21/2008,16,,0
2679,4/21/2008,17,,0
2680,4/21/2008,18,,839
2681,4/21/2008,19,,105
2682,4/21/2008,20,,52
2683,4/21/2008,21,,4
2684,4/21/2008,22,,0
2685,4/21/2008,23,,0
2686,4/21/2008,24,,0
2687,4/22/2008,1,,0
2688,4/22/2008,2,,0
2689,4/22/2008,3,,0
2690,4/22/2008,4,,0
2691,4/22/2008,5,,0
2692,4/22/2008,6,,0
2693,4/22/2008,7,,0
2694,4/22/2008,8,,0
2695,4/22/2008,9,,0
2696,4/22/2008,10,,0
2697,4/22/2008,11,,0
2698,4/22/2008,12,,0
2699,4/22/2008,13,,0
2700,4/22/2008,14,,0
2701,4/22/2008,15,,0
2702,4/22/2008,16,,0
2703,4/22/2008,17,,5
2704,4/22/2008,18,,27
2705,4/22/2008,19,,3
2706,4/22/2008,20,,20
2707,4/22/2008,21,,903
2708,4/22/2008,22,,42
2709,4/22/2008,23,,0
2710,4/22/2008,24,,0
2711,4/23/2008,1,,0
2712,4/23/2008,2,,0
2713,4/23/2008,3,,0
2714,4/23/2008,4,,0
2715,4/23/2008,5,,0
2716,4/23/2008,6,,0
2717,4/23/2008,7,,0
2718,4/23/2008,8,,0
2719,4/23/2008,9,,0
2720,4/23/2008,10,,0
2721,4/23/2008,11,,0
2722,4/23/2008,12,,0
2723,4/23/2008,13,,0
2724,4/23/2008,14,,0
2725,4/23/2008,15,,0
2726,4/23/2008,16,,0
2727,4/23/2008,17,,1
2728,4/23/2008,18,,36
2729,4/23/2008,19,,10
2730,4/23/2008,20,,40
2731,4/23/2008,21,,871
2732,4/23/2008,22,,42
2733,4/23/2008,23,,0
2734,4/23/2008,24,,0
2735,4/24/2008,1,,0
2736,4/24/2008,2,,0
2737,4/24/2008,3,,0
2738,4/24/2008,4,,0
2739,4/24/2008,5,,0
2740,4/24/2008,6,,0
2741,4/24/2008,7,,0
2742,4/24/2008,8,,0
2743,4/24/2008,9,,0
2744,4/24/2008,10,,0
2745,4/24/2008,11,,0
2746,4/24/2008,12,,0
2747,4/24/2008,13,,0
2748,4/24/2008,14,,0
2749,4/24/2008,15,,0
2750,4/24/2008,16,,0
2751,4/24/2008,17,,76
2752,4/24/2008,18,,786
2753,4/24/2008,19,,110
2754,4/24/2008,20,,23
2755,4/24/2008,21,,5
2756,4/24/2008,22,,0
2757,4/24/2008,23,,0
2758,4/24/2008,24,,0
2759,4/25/2008,1,,0
2760,4/25/2008,2,,0
2761,4/25/2008,3,,0
2762,4/25/2008,4,,0
2763,4/25/2008,5,,0
2764,4/25/2008,6,,0
2765,4/25/2008,7,,0
2766,4/25/2008,8,,0
2767,4/25/2008,9,,0
2768,4/25/2008,10,,0
2769,4/25/2008,11,,0
2770,4/25/2008,12,,0
2771,4/25/2008,13,,0
2772,4/25/2008,14,,0
2773,4/25/2008,15,,0
2774,4/25/2008,16,,5
2775,4/25/2008,17,,54
2776,4/25/2008,18,,99
2777,4/25/2008,19,,7
2778,4/25/2008,20,,52
2779,4/25/2008,21,,575
2780,4/25/2008,22,,208
2781,4/25/2008,23,,0
2782,4/25/2008,24,,0
2783,4/26/2008,1,,0
2784,4/26/2008,2,,0
2785,4/26/2008,3,,0
2786,4/26/2008,4,,0
2787,4/26/2008,5,,0
2788,4/26/2008,6,,0
2789,4/26/2008,7,,0
2790,4/26/2008,8,,0
2791,4/26/2008,9,,0
2792,4/26/2008,10,,0
2793,4/26/2008,11,,0
2794,4/26/2008,12,,0
2795,4/26/2008,13,,53
2796,4/26/2008,14,,95
2797,4/26/2008,15,,12
2798,4/26/2008,16,,15
2799,4/26/2008,17,,63
2800,4/26/2008,18,,521
2801,4/26/2008,19,,57
2802,4/26/2008,20,,143
2803,4/26/2008,21,,39
2804,4/26/2008,22,,2
2805,4/26/2008,23,,0
2806,4/26/2008,24,,0
2807,4/27/2008,1,,0
2808,4/27/2008,2,,0
2809,4/27/2008,3,,0
2810,4/27/2008,4,,0
2811,4/27/2008,5,,0
2812,4/27/2008,6,,0
2813,4/27/2008,7,,0
2814,4/27/2008,8,,0
2815,4/27/2008,9,,0
2816,4/27/2008,10,,0
2817,4/27/2008,11,,0
2818,4/27/2008,12,,0
2819,4/27/2008,13,,0
2820,4/27/2008,14,,0
2821,4/27/2008,15,,0
2822,4/27/2008,16,,0
2823,4/27/2008,17,,6
2824,4/27/2008,18,,234
2825,4/27/2008,19,,174
2826,4/27/2008,20,,191
2827,4/27/2008,21,,296
2828,4/27/2008,22,,99
2829,4/27/2008,23,,0
2830,4/27/2008,24,,0
2831,4/28/2008,1,,0
2832,4/28/2008,2,,0
2833,4/28/2008,3,,0
2834,4/28/2008,4,,0
2835,4/28/2008,5,,0
2836,4/28/2008,6,,0
2837,4/28/2008,7,,0
2838,4/28/2008,8,,0
2839,4/28/2008,9,,0
2840,4/28/2008,10,,0
2841,4/28/2008,11,,0
2842,4/28/2008,12,,0
2843,4/28/2008,13,,0
2844,4/28/2008,14,,0
2845,4/28/2008,15,,0
2846,4/28/2008,16,,0
2847,4/28/2008,17,,81
2848,4/28/2008,18,,676
2849,4/28/2008,19,,126
2850,4/28/2008,20,,112
2851,4/28/2008,21,,5
2852,4/28/2008,22,,0
2853,4/28/2008,23,,0
2854,4/28/2008,24,,0
2855,4/29/2008,1,,0
2856,4/29/2008,2,,0
2857,4/29/2008,3,,0
2858,4/29/2008,4,,0
2859,4/29/2008,5,,0
2860,4/29/2008,6,,0
2861,4/29/2008,7,,0
2862,4/29/2008,8,,0
2863,4/29/2008,9,,0
2864,4/29/2008,10,,0
2865,4/29/2008,11,,0
2866,4/29/2008,12,,0
2867,4/29/2008,13,,0
2868,4/29/2008,14,,0
2869,4/29/2008,15,,0
2870,4/29/2008,16,,12
2871,4/29/2008,17,,77
2872,4/29/2008,18,,279
2873,4/29/2008,19,,618
2874,4/29/2008,20,,14
2875,4/29/2008,21,,0
2876,4/29/2008,22,,0
2877,4/29/2008,23,,0
2878,4/29/2008,24,,0
2879,4/30/2008,1,,0
2880,4/30/2008,2,,0
2881,4/30/2008,3,,0
2882,4/30/2008,4,,0
2883,4/30/2008,5,,0
2884,4/30/2008,6,,0
2885,4/30/2008,7,,0
2886,4/30/2008,8,,0
2887,4/30/2008,9,,0
2888,4/30/2008,10,,0
2889,4/30/2008,11,,0
2890,4/30/2008,12,,0
2891,4/30/2008,13,,0
2892,4/30/2008,14,,0
2893,4/30/2008,15,,0
2894,4/30/2008,16,,15
2895,4/30/2008,17,,76
2896,4/30/2008,18,,746
2897,4/30/2008,19,,163
2898,4/30/2008,20,,0
2899,4/30/2008,21,,0
2900,4/30/2008,22,,0
2901,4/30/2008,23,,0
2902,4/30/2008,24,,0
2903,5/1/2008,1,,0
2904,5/1/2008,2,,0
2905,5/1/2008,3,,0
2906,5/1/2008,4,,0
2907,5/1/2008,5,,0
2908,5/1/2008,6,,0
2909,5/1/2008,7,,0
2910,5/1/2008,8,,0
2911,5/1/2008,9,,0
2912,5/1/2008,10,,0
2913,5/1/2008,11,,0
2914,5/1/2008,12,,0
2915,5/1/2008,13,,0
2916,5/1/2008,14,,0
2917,5/1/2008,15,,0
2918,5/1/2008,16,,0
2919,5/1/2008,17,,349
2920,5/1/2008,18,,588
2921,5/1/2008,19,,63
2922,5/1/2008,20,,0
2923,5/1/2008,21,,0
2924,5/1/2008,22,,0
2925,5/1/2008,23,,0
2926,5/1/2008,24,,0
2927,5/2/2008,1,,0
2928,5/2/2008,2,,0
2929,5/2/2008,3,,0
2930,5/2/2008,4,,0
2931,5/2/2008,5,,0
2932,5/2/2008,6,,0
2933,5/2/2008,7,,0
2934,5/2/2008,8,,0
2935,5/2/2008,9,,0
2936,5/2/2008,10,,0
2937,5/2/2008,11,,0
2938,5/2/2008,12,,0
2939,5/2/2008,13,,4
2940,5/2/2008,14,,1
2941,5/2/2008,15,,0
2942,5/2/2008,16,,0
2943,5/2/2008,17,,0
2944,5/2/2008,18,,0
2945,5/2/2008,19,,0
2946,5/2/2008,20,,8
2947,5/2/2008,21,,806
2948,5/2/2008,22,,181
2949,5/2/2008,23,,0
2950,5/2/2008,24,,0
2951,5/3/2008,1,,0
2952,5/3/2008,2,,0
2953,5/3/2008,3,,0
2954,5/3/2008,4,,0
2955,5/3/2008,5,,0
2956,5/3/2008,6,,0
2957,5/3/2008,7,,0
2958,5/3/2008,8,,0
2959,5/3/2008,9,,0
2960,5/3/2008,10,,1
2961,5/3/2008,11,,2
2962,5/3/2008,12,,0
2963,5/3/2008,13,,0
2964,5/3/2008,14,,0
2965,5/3/2008,15,,0
2966,5/3/2008,16,,0
2967,5/3/2008,17,,0
2968,5/3/2008,18,,0
2969,5/3/2008,19,,0
2970,5/3/2008,20,,3
2971,5/3/2008,21,,532
2972,5/3/2008,22,,462
2973,5/3/2008,23,,0
2974,5/3/2008,24,,0
2975,5/4/2008,1,,0
2976,5/4/2008,2,,0
2977,5/4/2008,3,,0
2978,5/4/2008,4,,0
2979,5/4/2008,5,,0
2980,5/4/2008,6,,0
2981,5/4/2008,7,,0
2982,5/4/2008,8,,0
2983,5/4/2008,9,,0
2984,5/4/2008,10,,0
2985,5/4/2008,11,,0
2986,5/4/2008,12,,0
2987,5/4/2008,13,,0
2988,5/4/2008,14,,0
2989,5/4/2008,15,,0
2990,5/4/2008,16,,0
2991,5/4/2008,17,,0
2992,5/4/2008,18,,0
2993,5/4/2008,19,,0
2994,5/4/2008,20,,26
2995,5/4/2008,21,,255
2996,5/4/2008,22,,719
2997,5/4/2008,23,,0
2998,5/4/2008,24,,0
2999,5/5/2008,1,,0
3000,5/5/2008,2,,0
3001,5/5/2008,3,,0
3002,5/5/2008,4,,0
3003,5/5/2008,5,,0
3004,5/5/2008,6,,0
3005,5/5/2008,7,,0
3006,5/5/2008,8,,0
3007,5/5/2008,9,,0
3008,5/5/2008,10,,0
3009,5/5/2008,11,,0
3010,5/5/2008,12,,0
3011,5/5/2008,13,,0
3012,5/5/2008,14,,0
3013,5/5/2008,15,,0
3014,5/5/2008,16,,0
3015,5/5/2008,17,,0
3016,5/5/2008,18,,0
3017,5/5/2008,19,,0
3018,5/5/2008,20,,0
3019,5/5/2008,21,,637
3020,5/5/2008,22,,363
3021,5/5/2008,23,,0
3022,5/5/2008,24,,0
3023,5/6/2008,1,,0
3024,5/6/2008,2,,0
3025,5/6/2008,3,,0
3026,5/6/2008,4,,0
3027,5/6/2008,5,,0
3028,5/6/2008,6,,0
3029,5/6/2008,7,,675
3030,5/6/2008,8,,307
3031,5/6/2008,9,,0
3032,5/6/2008,10,,0
3033,5/6/2008,11,,0
3034,5/6/2008,12,,0
3035,5/6/2008,13,,0
3036,5/6/2008,14,,0
3037,5/6/2008,15,,0
3038,5/6/2008,16,,0
3039,5/6/2008,17,,0
3040,5/6/2008,18,,0
3041,5/6/2008,19,,0
3042,5/6/2008,20,,0
3043,5/6/2008,21,,12
3044,5/6/2008,22,,6
3045,5/6/2008,23,,0
3046,5/6/2008,24,,0
3047,5/7/2008,1,,0
3048,5/7/2008,2,,0
3049,5/7/2008,3,,0
3050,5/7/2008,4,,0
3051,5/7/2008,5,,0
3052,5/7/2008,6,,0
3053,5/7/2008,7,,0
3054,5/7/2008,8,,1
3055,5/7/2008,9,,0
3056,5/7/2008,10,,0
3057,5/7/2008,11,,0
3058,5/7/2008,12,,0
3059,5/7/2008,13,,0
3060,5/7/2008,14,,0
3061,5/7/2008,15,,0
3062,5/7/2008,16,,0
3063,5/7/2008,17,,0
3064,5/7/2008,18,,0
3065,5/7/2008,19,,0
3066,5/7/2008,20,,0
3067,5/7/2008,21,,468
3068,5/7/2008,22,,531
3069,5/7/2008,23,,0
3070,5/7/2008,24,,0
3071,5/8/2008,1,,0
3072,5/8/2008,2,,0
3073,5/8/2008,3,,0
3074,5/8/2008,4,,0
3075,5/8/2008,5,,0
3076,5/8/2008,6,,0
3077,5/8/2008,7,,0
3078,5/8/2008,8,,0
3079,5/8/2008,9,,0
3080,5/8/2008,10,,0
3081,5/8/2008,11,,0
3082,5/8/2008,12,,0
3083,5/8/2008,13,,0
3084,5/8/2008,14,,0
3085,5/8/2008,15,,0
3086,5/8/2008,16,,0
3087,5/8/2008,17,,0
3088,5/8/2008,18,,102
3089,5/8/2008,19,,484
3090,5/8/2008,20,,88
3091,5/8/2008,21,,313
3092,5/8/2008,22,,13
3093,5/8/2008,23,,0
3094,5/8/2008,24,,0
3095,5/9/2008,1,,0
3096,5/9/2008,2,,0
3097,5/9/2008,3,,0
3098,5/9/2008,4,,0
3099,5/9/2008,5,,0
3100,5/9/2008,6,,0
3101,5/9/2008,7,,0
3102,5/9/2008,8,,0
3103,5/9/2008,9,,0
3104,5/9/2008,10,,0
3105,5/9/2008,11,,0
3106,5/9/2008,12,,0
3107,5/9/2008,13,,0
3108,5/9/2008,14,,0
3109,5/9/2008,15,,0
3110,5/9/2008,16,,0
3111,5/9/2008,17,,2
3112,5/9/2008,18,,560
3113,5/9/2008,19,,429
3114,5/9/2008,20,,8
3115,5/9/2008,21,,1
3116,5/9/2008,22,,0
3117,5/9/2008,23,,0
3118,5/9/2008,24,,0
3119,5/10/2008,1,,0
3120,5/10/2008,2,,0
3121,5/10/2008,3,,0
3122,5/10/2008,4,,0
3123,5/10/2008,5,,0
3124,5/10/2008,6,,0
3125,5/10/2008,7,,0
3126,5/10/2008,8,,0
3127,5/10/2008,9,,0
3128,5/10/2008,10,,0
3129,5/10/2008,11,,0
3130,5/10/2008,12,,0
3131,5/10/2008,13,,0
3132,5/10/2008,14,,0
3133,5/10/2008,15,,0
3134,5/10/2008,16,,155
3135,5/10/2008,17,,288
3136,5/10/2008,18,,428
3137,5/10/2008,19,,67
3138,5/10/2008,20,,60
3139,5/10/2008,21,,2
3140,5/10/2008,22,,0
3141,5/10/2008,23,,0
3142,5/10/2008,24,,0
3143,5/11/2008,1,,0
3144,5/11/2008,2,,0
3145,5/11/2008,3,,0
3146,5/11/2008,4,,0
3147,5/11/2008,5,,0
3148,5/11/2008,6,,0
3149,5/11/2008,7,,0
3150,5/11/2008,8,,0
3151,5/11/2008,9,,0
3152,5/11/2008,10,,0
3153,5/11/2008,11,,0
3154,5/11/2008,12,,17
3155,5/11/2008,13,,33
3156,5/11/2008,14,,395
3157,5/11/2008,15,,308
3158,5/11/2008,16,,43
3159,5/11/2008,17,,41
3160,5/11/2008,18,,84
3161,5/11/2008,19,,52
3162,5/11/2008,20,,22
3163,5/11/2008,21,,5
3164,5/11/2008,22,,0
3165,5/11/2008,23,,0
3166,5/11/2008,24,,0
3167,5/12/2008,1,,0
3168,5/12/2008,2,,0
3169,5/12/2008,3,,0
3170,5/12/2008,4,,0
3171,5/12/2008,5,,0
3172,5/12/2008,6,,0
3173,5/12/2008,7,,0
3174,5/12/2008,8,,0
3175,5/12/2008,9,,0
3176,5/12/2008,10,,0
